Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22
67761;GUANAPACK;GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA;11.790.941/0001-92;3.157,769;2.815,101;2.708,085;2.831,023;2.493,425;2.235,477;2.293,123;2.744,750;2.722,947;2.569,035;2.712,262;2.900,338
67791;CERAMICA TETO FORTE;CERAMICA TETO FORTE LTDA.;14.153.094/0001-43;119,513;110,371;118,211;117,645;124,859;119,328;51,065;117,611;116,029;111,788;70,194;94,265
67816;AMIFEC ESP;AMIFEC ALIMENTOS LTDA;05.693.158/0003-70;367,012;339,991;378,111;285,487;352,480;152,721;257,708;244,545;210,701;217,692;323,288;341,765
67836;GUAPORE CUIABA ESP;VIDRACARIA GUAPORE LTDA;03.835.188/0001-86;277,903;314,456;176,101;129,015;163,053;172,342;193,086;204,607;177,795;185,581;184,096;187,325
67837;GUAPORE RONDONIA ESP;GUAPORE INDUSTRIA E COMERCIO DE VIDROS LTDA;07.328.256/0001-71;107,269;132,741;117,834;117,728;128,130;154,366;139,458;146,102;133,285;138,604;142,636;133,143
67846;MINERMIX ANHEMBI;MINERMIX - MINERACAO LTDA;04.548.659/0001-38;184,170;169,509;234,732;268,791;346,098;361,746;392,900;392,203;337,488;260,700;295,265;208,957
67847;RIBALTA;RIBALTA EVENTOS LTDA;03.545.842/0001-17;144,471;124,140;148,960;124,914;123,946;100,018;103,563;98,509;98,506;116,673;124,782;167,770
67880;ALUMINIO RAMOS;ALUMINIO RAMOS INDUSTRIA E COMERCIO LTDA;45.273.406/0001-86;93,284;128,415;137,818;106,924;130,717;127,098;134,772;136,317;131,318;141,074;133,841;95,288
67884;MULTICOLOR IND;MULTICOLOR - INDUSTRIA E COMERCIO DE PIGMENTOS LTDA.;89.142.103/0001-08;79,947;64,654;78,330;72,642;86,629;84,991;84,911;93,935;80,950;83,040;78,869;48,477
67911;INCOMFIO;INCOMFIO LTDA;17.352.063/0001-00;169,296;210,467;206,698;132,016;179,357;213,708;194,021;193,732;194,144;153,269;166,437;75,553
67917;MARVI;INDUSTRIAL E COMERCIAL MARVI LTDA;53.408.654/0001-15;276,796;248,429;257,841;235,600;216,709;219,950;240,332;263,627;268,747;267,060;297,954;321,309
67936;PLASTCOR;PLASTCOR DO BRASIL LTDA;04.704.457/0001-38;390,974;366,969;428,099;428,867;352,534;390,192;397,153;469,092;465,278;481,042;443,086;403,434
67970;VILLA COUNTRY;VILLA COUNTRY MACLEMON LTDA;04.706.822/0001-43;62,502;87,996;134,489;114,766;86,803;76,521;77,747;74,306;64,512;85,550;73,479;88,863
68022;EMBRAMACO;EMBRAMACO EMPRESA BRASILEIRA DE MATERIAIS PARA CONSTRUCAO  SA;56.883.820/0002-04;14.159,045;12.430,124;13.750,778;13.157,751;13.429,558;13.107,071;13.122,409;13.229,661;12.545,727;13.138,340;11.909,903;8.779,565
68044;PEDREIRA NOGUEIRENSE;PEDREIRA NOGUEIRENSE LTDA;10.795.477/0001-64;68,637;72,302;94,334;90,189;102,081;83,209;80,921;106,996;111,066;89,308;114,742;72,763
68049;ELSTER;ELSTER MEDICAO DE AGUA LTDA.;21.581.509/0001-45;280,117;261,239;307,774;254,945;285,897;241,839;245,573;250,972;145,092;134,133;34,853;24,598
68070;METALSETE;METALSETE SIDERURGIA S/A;23.335.979/0001-54;488,675;497,300;464,518;507,841;570,114;565,337;575,341;566,904;371,893;33,593;32,620;23,937
68076;HADEX;HADEX COMERCIO E INDUSTRIA DE MADEIRA LTDA;05.661.374/0001-71;191,564;140,706;133,366;139,658;130,731;142,400;188,684;203,440;193,054;207,074;197,306;170,711
68098;FACULDADES ALFA;CENTRO EDUCACIONAL ALVES FARIA LTDA.;02.850.990/0001-82;84,706;108,333;130,870;124,233;104,201;88,594;69,561;115,784;140,550;135,745;119,899;96,260
68105;REBICA;REBICA INDUSTRIA E COMERCIO LTDA;00.969.944/0002-52;237,090;239,367;256,207;268,446;295,727;259,752;273,109;254,080;276,871;293,395;269,538;277,793
68344;UNIMED JP;UNIMED JOAO PESSOA COOPERATIVA DE TRABALHO MEDICO;08.680.639/0003-39;470,306;414,906;448,417;418,269;406,916;345,386;362,345;363,249;364,529;408,009;396,130;424,153
68459;SENIOR SISTEMAS;SENIOR SISTEMAS S/A;80.680.093/0001-81;143,045;134,431;146,882;114,069;107,903;93,038;103,402;98,117;94,578;105,271;112,485;127,184
68482;IGUASPORT EI 50;IGUASPORT LTDA;02.314.041/0022-02;721,942;702,207;833,408;661,793;518,245;457,246;504,281;472,961;0,000;0,000;0,000;0,000
68543;CIL;CURTIDORA ITAUNA LTDA;21.253.596/0001-01;298,280;293,927;327,257;293,973;321,083;308,144;316,924;328,612;314,559;315,740;299,506;304,103
68797;LIDERKRAFT;LIDERKRAFT INDUSTRIA DE EMBALAGENS LTDA;01.986.096/0001-71;68,609;61,000;65,962;66,946;74,707;73,224;73,702;87,068;93,416;83,038;89,404;65,030
68805;SHOPPING BENFICA;CONDOMINIO SHOPPING BENFICA;05.206.443/0001-57;294,182;269,849;288,069;272,704;283,790;275,232;279,971;286,308;271,863;295,181;289,989;303,829
68821;SILOS ITAQUIRAI;COPASUL COOPERATIVA AGRICOLA SUL MATOGROSSENSE;03.902.129/0018-21;25,347;131,392;169,597;81,969;47,907;54,826;276,941;409,502;102,664;45,373;25,235;22,502
68830;FRIGORIFICO RIO MARIA;FRIGORIFICO RIO MARIA LTDA;04.749.233/0001-42;156,373;155,637;170,902;151,389;162,748;143,685;160,521;163,465;160,146;148,342;146,063;164,238
68941;CP KELCO CL SE;CP KELCO BRASIL S/A.;54.105.671/0001-46;4.728,689;4.248,420;4.757,017;4.622,364;4.538,057;4.674,069;4.493,651;4.812,136;4.555,536;4.753,231;4.536,033;4.289,530
68973;DELO;DELO INDUSTRIA E COMERCIO LTDA;01.856.241/0001-08;249,608;309,705;426,661;367,060;445,627;434,726;486,920;472,976;449,387;456,640;454,080;434,126
69084;ALUBAR;ALUBAR METAIS E CABOS S/A;08.262.121/0001-13;3.174,304;2.955,422;3.242,292;3.142,908;3.006,034;2.913,643;3.066,702;3.016,311;2.935,064;2.898,513;2.962,703;3.064,012
69709;SAKURA TECH;SAKURA TECH BRASIL FERRAMENTARIA E MOLDAGEM PLASTICA LTDA;13.233.468/0001-78;290,748;279,885;324,591;293,724;366,626;354,124;357,828;356,412;324,108;323,707;350,434;251,967
69714;FABRICA VITORIA PARA;INDUSTRIA E COMERCIO DE ALIMENTOS NORTE PARA LTDA;22.493.964/0001-51;285,077;342,808;502,064;433,916;465,865;410,336;502,648;525,093;403,084;439,981;363,915;338,487
69841;BARRA SHOPPING EXPANSAO VII;CONDOMINIO DO SHOPPING CENTER DA BARRA;28.248.086/0001-95;3.929,813;3.603,713;4.071,027;3.679,041;3.499,155;3.193,432;3.466,450;3.396,542;3.234,314;3.644,872;3.579,257;3.901,882
69867;CLUBE PAINEIRAS;CLUBE PAINEIRAS DO MORUMBY;52.400.207/0001-57;390,784;405,513;466,456;409,234;413,290;381,712;392,010;404,009;357,354;416,419;396,785;401,395
69962;TUBERFIL;TUBERFIL INDUSTRIA E COMERCIO DE TUBOS LTDA;59.300.962/0001-09;480,158;479,550;698,833;692,082;725,147;562,729;545,695;564,655;459,091;614,108;582,349;571,624
69965;TIGRE MATERIAIS EI S;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;08.862.530/0001-50;330,328;299,020;339,634;315,267;345,687;336,956;304,907;356,214;321,439;304,981;285,918;305,902
69985;CP  BTV;CERVEJARIA PETROPOLIS S/A;73.410.326/0001-60;2.846,436;1.952,849;2.292,968;3.188,387;2.326,914;1.567,192;1.405,892;1.770,078;2.437,321;1.829,306;1.921,629;2.647,692
70101;CSFX;FUNDACAO EDUCACIONAL SAO FRANCISCO XAVIER;11.508.880/0001-28;28,253;54,212;75,000;53,884;43,356;29,497;21,747;36,791;42,389;51,949;53,362;41,594
70122;PETRORECONCAVO SR CL;PETRORECONCAVO S/A;03.342.704/0001-30;3.260,287;2.911,259;3.255,312;3.112,037;3.328,003;3.133,184;3.230,943;3.270,755;3.166,047;3.228,222;3.158,087;3.058,731
70226;MOINHO REGIO SE;MOINHO REGIO ALIMENTOS S/A;07.054.279/0001-35;402,421;302,006;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
70262;RAFT SE;RAFT EMBALAGENS LTDA;02.496.442/0001-04;179,902;160,879;198,756;162,754;175,547;178,399;183,913;183,104;172,811;193,860;179,240;173,064
70298;NORSA REFR EI NE 2;NORSA REFRIGERANTES S.A;07.196.033/0001-06;69,913;68,199;73,406;63,997;64,867;56,804;53,699;57,767;58,494;65,677;62,142;65,238
62358;CHEMYUNION;CHEMYUNION LTDA;58.309.709/0001-53;210,534;201,006;223,179;191,347;209,073;208,987;222,498;217,572;214,387;221,097;231,225;184,272
64552;POMERPLAST;POMERPLAST IND. E COM. DE PLASTICOS LTDA.;02.278.437/0001-17;227,985;244,928;305,078;252,519;293,837;312,414;330,970;341,281;301,851;305,139;305,623;223,375
64587;SUPERMERCADOS GUANABARA;CASAS GUANABARA COMESTIVEIS LTDA;33.130.543/0045-01;5.293,742;4.846,569;5.549,307;4.973,442;4.551,875;4.034,459;4.482,171;4.404,750;4.199,871;4.977,320;4.889,569;5.520,903
64945;BOURBON CURITIBA;HOTEL BOURBON DE CURITIBA LTDA;78.943.321/0001-17;206,450;187,585;210,804;193,699;213,600;216,176;202,220;219,937;202,348;197,092;203,490;228,013
65085;DESTRO BRASIL;DESTRO BRASIL DISTRIBUICAO LTDA;13.495.487/0001-72;141,756;129,082;151,971;121,104;123,362;116,099;103,621;109,853;107,761;105,527;100,537;116,606
65154;CAMBUCI ITAJUIPE;CAMBUCI S/A;61.088.894/0029-09;248,967;237,036;258,049;177,514;249,035;232,624;265,498;298,879;276,747;262,994;245,824;163,781
65267;AM GONVARRI;ARCELORMITTAL GONVARRI BRASIL PRODUTOS SIDERURGICOS S/A;02.235.994/0001-50;280,145;280,305;343,938;304,413;284,206;319,634;300,027;295,562;312,933;316,687;290,950;225,164
65564;CAMBUCI ITABUNA 1;CAMBUCI S/A;61.088.894/0028-28;321,501;342,145;414,874;392,519;457,676;418,812;477,827;527,020;512,484;511,205;463,558;307,890
65613;FUNDICAO GIROS PECAS;FUNDICAO GIROS POLIAS E PECAS LTDA;01.290.581/0001-06;130,167;140,751;157,545;123,672;134,610;124,138;142,746;133,981;134,553;108,138;124,865;68,957
65644;SUPERMERCADOS VIANENSE;SUPERMERCADOS VIANENSE LTDA;27.881.408/0001-76;1.620,327;1.595,790;1.878,925;1.638,287;1.560,760;1.370,055;1.536,663;1.464,526;1.404,012;1.691,627;1.606,490;1.805,859
65691;ORTOBOM NOVA IGUACU;FABRICADORA DE POLIURETANO RIO SUL LTDA;02.895.152/0001-25;115,096;97,918;107,929;86,777;87,247;72,744;82,505;83,855;76,338;83,075;89,064;97,969
65851;LIBNET COMUNICACAO;LIBNET COMUNICACAO INTERATIVA LTDA;01.785.921/0001-70;68,774;67,333;70,024;65,654;74,516;74,227;76,640;78,450;73,766;71,054;66,638;67,128
65908;SAO GABRIEL SANEAMENTO;SAO GABRIEL SANEAMENTO S.A;15.186.494/0001-18;212,773;215,506;228,024;208,941;208,441;204,338;206,246;206,061;198,607;213,773;227,707;251,781
66147;COSMA MATRIZ;COSMA DO BRASIL PRODUTOS E SERVICOS AUTOMOTIVOS LTDA.;02.591.818/0001-51;412,384;389,554;400,450;401,658;438,282;392,274;389,623;396,874;372,143;392,088;417,964;359,294
66356;TAMBASA;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A;17.359.233/0001-88;374,755;335,862;391,877;345,826;357,173;347,604;354,671;375,802;359,222;368,977;343,671;385,804
66384;NERIAL;NERIAL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;00.086.338/0001-08;168,215;162,576;195,280;153,490;151,880;125,461;157,607;122,636;85,415;103,307;122,562;146,642
66488;REFRIMATE;REFRIMATE ENGENHARIA DO FRIO LTDA;03.379.983/0001-07;151,542;210,694;226,518;198,068;230,120;219,282;204,433;238,591;197,223;210,188;220,924;173,622
66651;METAL IGUACU GO;METALGRAFICA IGUACU S A;80.227.184/0014-80;23,292;12,322;17,075;11,487;6,535;6,436;11,785;15,178;16,575;28,045;31,908;29,528
66848;RITZ LAGOA DA ANTA;LAGOA DA ANTA EMPREENDIMENTOS HOTELEIROS LTDA;35.632.819/0001-56;267,811;238,170;272,180;240,757;238,646;212,037;222,212;233,517;240,518;244,310;238,632;249,227
67062;MONTE LIBANO;MONTE LIBANO INDUSTRIA E COMERCIO DE BRINQUEDOS LTDA;48.925.192/0001-73;78,716;91,165;105,124;120,087;121,325;109,655;109,876;125,623;112,825;105,557;99,769;65,230
67256;SEFAR;SEFAR - INDUSTRIA E COMERCIO DE FARINHA E SEBO LTDA;05.327.858/0001-89;155,619;161,284;169,494;164,424;159,628;173,991;174,548;168,317;152,147;149,011;146,314;179,149
67267;KOHMATEX TINTURARIA;KOHMATEX TINTURARIA LTDA;04.385.881/0001-67;227,752;343,083;381,176;286,453;330,214;352,227;302,312;281,650;289,667;272,870;285,576;173,205
67382;INCATEX;INCATEX INDUSTRIA DE ACABAMENTO TEXTIL LTDA;76.840.701/0001-09;296,728;374,693;424,537;352,826;398,730;376,261;356,112;425,686;376,044;320,240;349,114;220,327
67395;PALLADIUM PONTA GROSSA;PONTA GROSSA ADMINISTRADORA DE SHOPPING CENTERS LTDA;04.013.911/0001-04;250,828;248,415;232,939;178,013;169,209;163,851;192,459;181,766;167,960;208,852;226,066;278,956
67577;SUPERPRIX;SUPERPRIX LOJAS DE ALIMENTOS LTDA;02.618.563/0001-73;642,294;578,864;666,861;582,983;557,990;501,794;536,870;526,578;506,710;566,959;547,898;613,116
67612;GRUPO SINOS;GRUPO EDITORIAL SINOS SA;91.665.570/0001-56;72,258;61,002;60,338;46,265;44,767;43,044;44,675;46,822;44,300;46,339;49,571;61,291
67615;MAX METALURGICA;MAX METALURGICA LTDA;91.913.681/0001-34;148,237;147,211;180,948;178,161;211,411;200,429;206,964;213,603;203,879;213,697;202,530;163,828
67643;PIFPAFCON;RIO BRANCO ALIMENTOS S/A;05.017.780/0003-68;338,018;320,193;360,995;342,874;320,581;290,304;293,698;310,580;270,157;311,310;299,317;352,414
67678;FOSCARINI;FOSCARINI E CIA LTDA;88.598.230/0001-45;140,002;162,682;166,380;114,895;131,405;164,578;128,387;148,019;150,872;165,163;141,429;84,844
67715;HOSPITAL HCB;HOSPITAL DE CARIDADE E BENEFICENCIA;87.768.735/0001-48;226,519;185,266;181,043;147,936;151,494;156,252;152,326;153,565;139,094;152,141;174,352;213,090
67716;HOTEL DALL ONDER;HOTEL DALL ONDER LTDA;89.340.913/0001-60;280,175;224,389;233,491;175,414;173,348;178,701;179,785;184,017;166,668;166,482;201,156;269,380
67733;FAJ;INSTITUTO EDUCACIONAL JAGUARY LTDA;03.211.847/0001-03;54,471;70,853;98,605;80,046;63,950;51,054;43,403;60,702;58,852;76,634;70,868;62,823
67738;PVT IND;P V T INDUSTRIA TEXTIL LTDA.;07.457.208/0001-83;240,260;228,690;249,912;223,507;226,042;252,900;245,135;272,476;242,204;242,926;255,837;135,632
67748;PCR;ARTEFATOS DE BORRACHA PCR LTDA;91.831.016/0001-00;89,458;92,162;107,955;87,044;95,889;85,177;88,229;105,119;90,531;90,691;87,180;72,906
67763;SEW JOINVILLE;SEW-EURODRIVE BRASIL LTDA;50.981.018/0009-47;112,123;111,964;128,394;100,131;95,126;101,072;96,206;98,955;95,881;99,683;92,077;104,727
67793;CONFAB INDUSTRIAL;CONFAB INDUSTRIAL SOCIEDADE ANONIMA;60.882.628/0001-90;8,908;8,119;8,922;12,144;10,013;8,913;9,438;9,471;8,807;9,139;8,844;9,067
67805;VTC VIDROS;VTC TECNOLOGIA DE VIDROS TEMPERADOS LTDA;05.739.900/0001-79;165,254;161,345;173,884;179,048;218,166;191,239;241,228;255,500;204,174;212,921;188,433;97,839
67806;IANA ALIMENTOS;INDUSTRIA E COMERCIO DE ALIMENTOS IANA LTDA.;06.296.177/0001-63;327,989;333,893;422,618;427,317;514,810;384,721;363,272;382,143;394,481;429,358;370,207;381,956
67809;NEOBPO;NEOBPO SERVICOS DE PROCESSOS DE NEGOCIOS E TECNOLOGIA S.A.;24.765.823/0001-76;1.239,966;1.166,649;1.365,305;1.139,065;1.039,390;965,803;1.005,615;991,863;924,360;1.012,908;954,607;1.000,608
67827;REAL SUPERMERCADOS;SUPERMERCADO REAL DE BATATAIS LTDA;00.163.986/0001-10;198,167;181,716;198,173;185,507;168,409;159,139;166,195;170,276;171,604;179,697;171,764;188,845
67843;DAIICHI;DAIICHI SANKYO BRASIL FARMACEUTICA LTDA.;60.874.187/0001-84;548,957;533,931;595,733;535,813;517,765;458,383;471,599;519,981;481,869;503,323;476,891;513,635
67849;EM VIDROS;EM VIDROS INDUSTRIA E COMERCIO LTDA;17.587.823/0001-68;101,057;101,255;105,116;98,050;106,591;101,030;95,303;112,487;94,999;93,571;99,872;103,461
67885;TASCHIBRA;BRASILUX IND COMERCIO IMPORTACAO E EXPORTACAO LTDA;00.374.121/0001-01;111,284;103,187;115,278;97,403;98,931;99,700;98,645;104,692;109,150;104,120;105,102;94,081
67920;METAIS OMEGA;ATOMIZACAO DE METAIS OMEGA LTDA;09.239.933/0001-00;424,897;444,468;497,375;483,623;483,643;422,769;403,554;457,645;411,813;455,518;431,840;350,389
67925;SUPERMERCADO CALEGARIS;SUPERMERCADO JARDIM DOS CALEGARIS LTDA;54.255.906/0001-86;317,554;290,749;325,606;296,860;274,661;259,221;270,799;263,646;262,912;296,430;284,220;313,769
67940;TRONOX PARAIBA;TRONOX PIGMENTOS DO BRASIL S.A;15.115.504/0002-05;76,957;78,866;153,789;138,100;66,429;61,315;69,767;53,550;40,985;42,491;42,074;43,705
67947;DI SOLLE;DI SOLLE CUTELARIA LTDA;01.256.141/0001-32;102,498;104,195;118,730;117,186;124,353;126,054;127,277;137,262;123,250;131,514;122,921;74,168
67956;ARROZEIRA SEPEENSE;ARROZEIRA SEPEENSE S A;97.223.382/0001-54;203,567;234,456;332,126;312,379;363,469;281,789;243,425;253,420;261,620;267,845;232,434;197,247
67966;HYPERA;HYPERA S.A.;02.932.074/0044-21;227,395;279,942;299,724;261,174;240,902;212,724;236,525;242,869;273,419;329,265;252,292;235,539
67981;COSMED ANS;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0016-02;92,323;88,322;109,537;100,199;95,815;88,869;92,598;98,530;99,892;112,134;105,013;103,201
67998;MEGA PACK;MEGA PACK EMBALAGENS LTDA;11.790.756/0001-06;112,921;97,056;132,503;141,163;146,414;116,582;149,062;141,630;138,021;134,066;136,233;151,285
68005;UNAERP;ASSOCIACAO DE ENSINO DE RIBEIRAO PRETO;55.983.670/0001-67;271,844;351,025;503,823;390,971;302,459;240,546;210,304;310,090;325,848;389,735;355,500;269,646
68016;UNIFAVIP;SOCIEDADE DE EDUCACAO DO VALE DO IPOJUCA LTDA;02.738.361/0001-65;27,990;41,383;64,471;58,681;55,532;32,055;21,409;40,747;48,647;58,934;51,423;19,881
68034;CARGILL CST;CARGILL AGRICOLA S A;60.498.706/0390-10;6.828,290;5.921,463;6.424,783;6.324,662;6.274,218;5.932,355;6.429,346;6.343,739;5.423,551;6.691,828;6.535,638;6.775,001
68056;E PALETES;E-PALETES FABRICACAO E COMERCIO ATACADISTA DE PALETES DE MADEIRA LTDA.;18.675.185/0001-08;101,996;104,407;96,364;84,482;84,166;92,707;87,438;97,383;75,245;69,304;69,484;64,387
68058;CONDOMINIO BRASIL 21;CONDOMINIO BRASIL 21;07.839.422/0001-02;188,161;183,440;231,743;225,959;182,954;162,712;166,148;208,142;213,848;221,043;191,438;186,703
68078;CERAMICA CIDADE NOVA;CERAMICA CIDADE NOVA LTDA;02.598.520/0001-73;303,981;294,561;345,969;306,130;322,785;307,143;320,889;303,490;294,168;314,662;283,213;138,689
68079;ARACAJU PARQUE SHOPPING;ARACAJU INVESTIMENTOS LTDA;17.333.406/0001-99;498,119;453,788;499,929;470,762;473,318;423,491;438,098;435,230;422,157;466,199;467,817;481,993
68081;CAFE BRASILEIRO;CAFE BRASILEIRO ALIMENTOS LTDA.;58.128.190/0001-07;269,867;268,331;316,010;314,690;276,109;273,861;326,705;318,415;317,081;322,881;316,242;332,867
68091;DIAGNOSE;DIAGNOSE CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;35.741.024/0002-67;82,935;79,078;89,270;83,915;85,817;74,030;80,868;83,182;81,851;83,951;83,966;83,114
68100;BBA QUIMICA;BBA INDUSTRIA QUIMICA LTDA.;00.623.492/0001-71;201,591;232,927;386,621;354,750;332,515;316,985;319,016;314,010;281,378;284,519;291,586;128,366
68129;BLUAMERICA COUROS;BLUAMERICA INDUSTRIA E COMERCIO DE COUROS LTDA;15.174.730/0001-86;221,355;240,015;271,437;255,932;264,669;229,185;257,495;262,947;262,788;253,503;229,130;269,723
68133;SAMA MG;SAMA SANTA MARTA SIDERURGIA LTDA;19.881.671/0001-37;482,886;512,548;552,086;606,414;663,849;620,992;613,919;597,196;260,461;127,836;536,190;522,170
68263;COSAN LUBRIFICANTES;COSAN LUBRIFICANTES E ESPECIALIDADES S.A.;33.000.092/0001-69;596,980;567,909;622,301;581,946;564,703;537,837;584,208;551,281;544,342;599,637;531,131;534,775
68276;OETKER;DR. OETKER BRASIL LTDA.;61.193.496/0001-51;243,729;249,931;241,758;237,958;282,875;239,517;267,319;279,124;238,244;238,907;211,921;221,358
68342;AEBES;ASSOCIACAO EVANGELICA BENEFICENTE ESPIRITO-SANTENSE - AEBES;28.127.926/0001-61;395,077;340,815;375,216;322,094;296,805;260,533;274,630;278,595;269,332;327,050;301,093;329,022
68343;ICH HOTEIS;ICH ADMINISTRACAO DE HOTEIS S.A.;02.584.924/0001-08;165,097;137,228;130,760;107,628;106,872;123,786;108,532;118,165;106,640;133,579;145,172;176,743
68346;SHOPPING AGUAS LINDAS;AGUAS LINDAS SHOPPING;24.157.581/0001-38;188,392;183,758;217,286;210,490;190,134;175,711;167,851;181,823;195,413;211,199;197,838;200,734
68347;WIND;WIND INDUSTRIAL LTDA;03.351.783/0001-46;85,790;81,750;99,615;83,920;91,862;81,325;80,084;87,068;89,912;76,642;78,644;57,601
68441;VMSA;LARGO VANADIO DE MARACAS S.A;15.191.786/0002-20;4.655,970;4.301,701;5.553,626;5.811,625;6.331,865;6.062,634;5.355,745;6.005,089;5.945,499;6.005,168;5.196,696;5.284,453
68463;ARAUPEL SA;ARAUPEL S.A.;87.102.810/0032-33;2.029,428;1.914,506;2.141,586;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68480;C CE ZBN INDUSTRIA MECANICA;ZBN INDUSTRIA MECANICA LTDA;64.822.810/0001-06;197,888;197,256;157,948;89,294;98,615;77,523;76,064;101,267;122,303;144,931;144,754;200,892
68601;CASA DO ARROZ;H S COUTINHO INDUSTRIA E COMERCIO LTDA;28.580.702/0001-00;366,467;336,703;378,224;335,811;323,900;292,663;292,993;295,778;294,036;342,114;345,707;534,813
68693;VIA SCARPA;INDUSTRIA E COMERCIO DE CALCADOS VIASCARPA LTDA;85.275.386/0001-05;52,108;83,764;102,365;86,451;99,056;98,988;99,637;110,908;108,503;103,047;107,777;55,887
68757;CALCADOS ALA;INDUSTRIA E COMERCIO DE CALCADOS ALA LTDA;78.658.846/0001-00;92,444;102,370;112,407;90,448;99,641;88,319;88,653;97,739;88,510;85,120;84,675;46,435
68781;BIOSEV MB CE;BIOSEV BIOENERGIA S.A.;49.213.747/0115-85;207,054;205,744;255,268;137,986;24,781;6,144;4,668;2,136;14,146;39,151;147,318;209,668
68882;GLOBO BRASIL;GLOBO BRASIL - INDUSTRIA DE PAINEIS SOLARES LTDA;38.876.124/0001-08;5,411;4,598;7,008;2,494;2,364;2,295;2,356;2,662;2,594;2,260;2,168;2,413
68903;LACTALIS CL S;LACTALIS DO BRASIL - COMERCIO, IMPORTACAO E EXPORTACAO DE LATICINIOS LTDA.;14.049.467/0001-30;3.067,098;2.957,074;3.397,160;3.009,806;2.963,002;2.777,381;2.940,336;3.204,684;2.924,605;3.219,421;2.915,027;3.189,117
68965;BTL;BTL INDUSTRIA E COMERCIO DE ACO LTDA;11.041.102/0001-71;672,282;691,866;854,427;744,317;791,203;886,605;605,992;1.024,764;845,600;905,224;746,776;817,388
69067;ESTACIO AMAZONAS;SOCIEDADE DE ENSINO SUPERIOR ESTACIO AMAZONAS LTDA;03.754.112/0001-26;36,683;49,216;70,860;73,570;92,734;67,581;48,679;88,664;100,569;88,255;82,862;28,995
69322;LR SOLADOS;LR INDUSTRIA DE SOLADOS LTDA;09.049.532/0001-98;111,108;118,490;156,259;132,204;171,588;149,021;152,692;164,517;138,888;135,519;96,280;68,209
69385;RAJA FRUTAS;AMAZONFRUTAS POLPAS DE FRUTAS DA AMAZONIA LTDA;02.736.703/0001-08;111,657;100,108;101,294;112,179;93,673;95,772;85,580;162,450;187,426;211,453;185,982;144,041
69641;ARCOM;ARCOM S/A;25.769.266/0001-24;143,621;130,412;139,377;123,530;119,407;113,538;117,704;121,213;121,621;125,928;122,148;133,031
69750;OPERSAN EI S;OPERSAN RESIDUOS INDUSTRIAIS S.A.;07.234.499/0001-40;134,203;130,255;136,233;123,478;108,473;101,896;126,472;124,681;129,342;131,938;117,662;114,795
69782;SUPERMERCADO ZONA SUL;SUPER MERCADO ZONA SUL S A;33.381.286/0001-51;4.770,551;4.356,169;4.977,476;4.276,141;3.929,058;3.430,118;3.780,392;3.626,176;3.557,769;4.127,005;3.991,009;4.416,951
69822;CNH SETE LAGOAS;CNH INDUSTRIAL BRASIL LTDA.;01.844.555/0001-82;1.704,690;1.888,795;2.129,078;1.949,685;2.051,745;1.925,362;2.043,616;0,000;0,000;0,000;0,000;0,000
69823;CNH CURITIBA S;CNH INDUSTRIAL BRASIL LTDA.;01.844.555/0001-82;2.001,690;2.013,145;2.264,528;1.977,089;2.182,016;1.970,964;2.013,232;1.844,653;1.819,231;1.989,249;1.805,438;1.281,206
69826;CNH PIRACICABA SE;CNH INDUSTRIAL BRASIL LTDA.;01.844.555/0001-82;169,202;167,505;193,652;161,334;150,022;146,952;161,780;165,472;158,109;166,631;164,364;155,756
69844;ED SAO LUIS GONZAGA;SUB-CONDOMINIO EDIFICIO SAO LUIS DE GONZAGA;05.141.327/0001-05;642,613;586,844;668,786;617,992;619,863;580,401;612,996;603,765;566,465;613,589;573,339;601,211
69994;SHOP GRAO PARA;CONDOMINIO DO SHOPPING BOSQUE GRAO PARA;26.769.130/0001-87;1.493,437;1.367,675;1.496,661;1.419,117;1.436,386;1.425,425;1.459,720;1.478,539;1.454,101;1.560,664;1.572,608;1.631,256
70011;METALOSA;METALOSA INDUSTRIA METALURGICA SA;27.485.374/0001-09;118,396;113,453;120,551;98,491;124,367;106,293;109,080;108,810;107,422;119,071;113,245;114,754
70012;COLETEK;COLECAO INDUSTRIA E COMERCIO DE INFORMATICA, TELECOMUNICACOES E ELETRONICA LTDA;06.043.130/0001-98;50,454;60,212;94,323;90,510;104,874;103,258;111,795;123,545;94,841;79,810;48,712;43,238
70103;WHITE MART EI50;WHITE MARTINS GASES INDUSTRIAIS LTDA;35.820.448/0001-36;60,103;83,224;135,585;152,306;147,735;152,770;256,407;277,424;276,124;277,035;278,808;284,673
