Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/21;fev/21;mar/21;abr/21;mai/21;jun/21;jul/21;ago/21;set/21;out/21;nov/21;dez/21
6206;TECNOMETAL;TECNOMETAL ENGENHARIA E CONSTRUCOES MECANICAS LTDA - EM RECUPERACAO JUDICIAL;38.625.489/0001-60;247,707;249,676;265,587;250,129;253,980;244,308;242,421;247,315;232,976;237,368;205,866;182,480
6208;UCS;FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL;88.648.761/0001-03;245,559;239,484;246,323;237,295;286,766;303,225;372,100;378,612;607,970;628,663;654,070;631,774
6223;MASTER POWER;NELSON METALURGIA LTDA;14.598.570/0001-30;296,928;334,770;366,461;270,115;345,624;326,975;371,832;356,681;318,306;332,137;325,682;216,066
6225;SALVADOR NSHOP;SUB-CONDOMINIO SHOPPING CENTER SALVADOR NORTE SHOPPING;13.039.848/0001-76;1.310,744;1.204,486;803,930;1.020,888;1.244,340;1.162,496;1.283,088;1.299,558;1.324,728;1.420,925;1.416,115;1.540,127
6244;SINA BAURU;SINA INDUSTRIA DE ALIMENTOS LTDA;10.156.658/0002-21;43,992;38,475;34,455;41,510;41,649;39,880;42,021;40,757;38,866;38,527;37,508;39,345
6264;MINERACAO ITAIPU;MINERACAO ITAIPU INDUSTRIA E COMERCIO LTDA;03.113.347/0001-39;198,286;344,417;617,819;874,388;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
6265;CAMIL MIN;CAMIL CACERES MINERACAO LTDA;00.959.825/0001-38;17,782;17,218;310,605;712,240;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
6266;EMAL;EMAL EMPRESA DE MINERACAO ARIPUANA LTDA;44.026.037/0001-64;314,130;747,092;1.072,899;1.454,289;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
6285;CO2 CUBATAO EI;MESSER INDUSTRIA DE GASES LTDA.;02.605.266/0002-74;356,806;438,994;387,066;403,894;289,069;201,452;243,097;240,769;242,274;364,088;370,676;395,406
6288;ELECTROLUX CURITIBA;ELECTROLUX DO BRASIL S/A;76.487.032/0001-25;4.338,423;4.033,503;4.416,407;4.007,998;3.672,297;4.116,225;3.800,802;4.645,225;4.220,521;4.328,766;4.093,285;3.678,476
6302;PALMEIRON;ASA INDUSTRIA E COMERCIO LTDA;01.551.272/0008-19;369,340;342,190;411,350;425,325;388,476;393,584;438,236;459,011;442,332;485,897;485,613;486,261
6322;OUROVERDE;OURO VERDE INDUSTRIA E COMERCIO DE PAPEIS LTDA;89.890.792/0001-20;551,023;551,974;638,250;554,258;610,628;611,807;632,089;515,194;532,815;638,051;460,235;542,156
6323;MUNDO NOVO;FECULARIA MUNDO NOVO LTDA;86.969.144/0001-76;314,601;459,171;478,082;464,729;459,357;494,932;512,142;473,996;357,085;328,759;411,556;309,091
6324;ALIM DALLAS;ALIMENTOS DALLAS INDUSTRIA E COMERCIO LTDA;03.938.789/0003-86;228,768;257,700;313,526;276,525;297,507;317,334;270,600;324,946;247,745;194,181;235,301;133,522
6342;MEXICHEM JL SE;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA;58.514.928/0001-74;1.024,422;997,163;1.138,393;957,325;967,705;900,994;953,028;731,788;867,035;929,439;487,236;432,460
6410;PRA;BRASTURINVEST INVESTIMENTOS TURISTICOS S/A;03.422.594/0003-89;195,518;169,019;170,869;126,023;101,503;96,040;87,209;108,045;113,660;113,445;127,426;178,788
6466;IGUATEMI ALPHA;CONDOMINIO SHOPPING CENTER IGUATEMI ALPHAVILLE;13.966.712/0001-01;1.068,137;987,801;723,427;659,345;886,376;869,480;878,864;922,018;968,040;988,247;991,583;1.097,825
6477;MARAJOARA;MARAJOARA INDUSTRIA DE LATICINIOS LTDA;24.849.580/0001-54;910,259;774,038;934,276;858,715;889,702;865,557;845,056;930,237;857,568;877,317;889,725;839,554
6520;SHOP TAMBORE;CONSÓRCIO CONDOMÍNIO TAMBORÉ;08.984.503/0001-50;1.179,625;1.135,594;597,101;583,774;934,415;887,225;876,987;961,687;1.077,553;1.055,920;1.155,847;1.265,176
6545;SPILTAG;SPILTAG INDUSTRIAL LTDA;00.573.283/0001-60;496,671;508,226;562,547;423,515;470,978;434,530;441,964;438,150;446,555;434,981;376,947;278,954
6563;NICOLETTI;NICOLETTI TEXTIL LTDA;43.256.171/0001-99;697,322;707,364;664,001;493,042;781,622;782,012;846,536;888,565;882,160;899,197;898,319;512,031
6581;GRAVASUL;GRAVASUL PROJETOS E MATRIZES DE SOLADOS LTDA;90.333.063/0001-52;111,814;118,429;147,397;106,471;129,664;129,131;130,761;136,778;125,307;144,351;142,778;119,843
6600;TODIMO;TODIMO MATERIAIS PARA CONSTRUCAO SA;15.375.991/0001-64;359,210;361,373;373,243;335,059;314,363;296,445;273,006;334,977;409,442;396,341;378,609;386,542
6601;PEROXIDOS;PEROXIDOS DO BRASIL LTDA;51.784.262/0001-25;9.379,549;8.184,870;10.061,580;9.957,368;10.298,982;9.849,177;9.865,687;7.852,393;9.887,017;10.164,660;9.774,541;10.434,363
6602;MABEL;CIPA-INDUSTRIAL DE PRODUTOS ALIMENTARES LTDA;01.851.716/0001-65;650,610;560,743;707,294;688,086;708,284;677,528;670,054;717,777;784,567;771,011;676,100;520,752
6642;SAO FRAN GRAF;SAO FRANCISCO GRAFICA E EDITORA LTDA;49.234.487/0001-66;383,275;283,919;282,245;361,495;217,718;169,025;520,532;397,873;205,412;494,610;451,397;482,239
6700;LAHUMAN;LAHUMAN INDUSTRIA E COMERCIO DE PLASTICOS LIMITADA;61.863.130/0001-42;721,621;702,477;829,720;750,363;884,226;841,485;762,446;824,003;795,686;813,223;877,032;572,964
6764;AMCOR SUAPE;AMCOR DO NORDESTE - INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;12.350.811/0001-00;2.404,171;1.957,141;2.181,927;1.881,606;2.075,694;1.843,124;2.095,757;2.096,112;2.276,724;2.341,840;2.373,518;2.484,429
6779;EATON MOGI;EATON LTDA;54.625.819/0001-73;2.880,466;2.876,278;2.769,577;2.303,727;2.594,412;2.369,328;2.318,763;2.479,067;2.874,852;2.867,572;2.824,665;2.608,861
6780;PATO BRANCO;PATO BRANCO ALIMENTOS LTDA;02.570.953/0001-10;81,976;100,239;100,202;108,028;121,379;116,101;123,594;103,845;142,663;153,088;142,165;150,347
6854;BW;WAELZHOLZ BRASMETAL LAMINACAO LTDA;12.763.658/0001-34;3.106,453;3.016,354;3.408,425;3.206,659;3.345,156;3.312,989;3.399,331;3.512,683;3.357,384;3.413,341;3.286,402;2.086,252
6868;AMAZONAS NE;AMAZONAS INDUSTRIA E COMERCIO LTDA;47.959.697/0001-96;29,082;35,691;33,530;37,528;32,274;27,211;34,583;37,703;31,532;32,784;38,147;29,751
6895;ENGEPOL;ENGEPOL GEOSSINTETICOS LTDA;93.273.985/0001-00;375,122;400,578;390,712;406,981;439,282;419,891;449,958;449,332;456,230;459,712;427,839;471,149
6940;STAMPLINE;STAMPLINE METAIS ESTAMPADOS LTDA;73.070.294/0001-00;78,313;79,294;93,324;76,207;74,273;71,508;69,114;73,282;75,614;67,644;71,178;64,769
6941;AVERY DENN;AVERY DENNISON DO BRASIL LTDA;43.999.630/0001-24;796,554;727,472;869,870;678,860;804,821;699,021;670,084;742,161;815,348;630,853;569,693;589,151
6988;BRASIL RON SE;BRASIL DE RONDONIA INDUSTRIA E COMERCIO DE VIDROS LTDA;03.727.410/0001-27;118,951;123,563;142,350;111,955;125,583;123,928;145,159;141,143;162,787;142,179;142,502;163,662
6998;UNIDASUL;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;07.718.633/0001-89;3.642,039;3.205,105;3.431,188;3.087,787;2.711,213;2.508,841;2.546,518;2.715,866;2.750,600;3.055,697;3.234,930;3.642,825
7000;LILLY;ELI LILLY DO BRASIL LTDA;43.940.618/0001-44;377,390;288,626;322,716;263,405;257,144;241,902;226,126;236,058;251,763;281,516;281,406;290,691
7016;AVIVAR;AVIVAR ALIMENTOS S/A;42.816.108/0001-05;3.237,123;3.018,184;3.393,255;3.053,256;3.288,752;3.052,330;3.061,603;3.329,896;3.246,388;3.214,607;3.371,669;3.594,095
7019;CPFL BIOPEDRA CL;CPFL BIO PEDRA LTDA.;11.631.680/0001-68;131,346;176,148;334,176;63,122;0,044;19,290;0,000;0,018;0,121;4,574;103,807;147,493
7034;GELITA;GELITA DO BRASIL LTDA.;12.199.337/0001-59;1.382,024;1.223,078;1.381,011;1.302,437;1.284,176;1.226,826;1.158,431;1.215,000;1.326,809;1.379,447;1.249,821;1.453,199
7036;PRISMATIC;PRISMATIC VIDROS PRISMATICOS DE PRECISAO LTDA (EM RECUPERACAO JUDICIAL);57.010.670/0001-06;237,642;243,420;283,999;259,206;274,358;264,991;277,110;271,955;262,275;269,932;221,837;230,079
7042;SG WEBER BOFETE;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;61.064.838/0059-50;395,099;324,104;367,152;321,738;355,642;430,758;478,704;374,756;354,120;286,544;309,330;339,235
7043;SG WEBER SANTA LUZIA;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;61.064.838/0086-22;216,736;208,248;193,456;191,709;187,628;179,265;184,904;160,694;163,495;167,185;155,511;161,934
7077;AMPHENOL;AMPHENOL TFC DO BRASIL LTDA;44.603.447/0001-20;377,258;357,051;427,686;336,975;407,101;328,094;261,067;263,592;270,534;310,079;336,802;266,469
7094;SHOP TIJUCA;CONDOMINIO DO SHOPPING CENTER TIJUCA;01.870.834/0001-10;1.775,221;1.543,009;1.492,973;1.246,213;1.451,588;1.389,252;1.376,164;1.438,058;1.502,812;1.494,760;1.537,466;1.770,922
7095;SHOP GRANJA VI;CONDOMINIO DO SHOPPING CENTER GRANJA VIANNA;12.546.508/0001-79;705,091;662,897;459,646;416,849;623,508;587,012;616,509;653,150;718,594;721,692;737,244;822,996
7099;WILSON;ALIMENTOS WILSON LTDA EM RECUPERACAO JUDICIAL;55.323.216/0001-80;443,678;412,446;393,600;339,888;351,864;362,703;413,102;628,878;673,502;596,839;440,674;425,166
7102;UNICAL;UNICAL-UNIAO PRODUTORA DE CAL LTDA.;08.175.256/0001-41;624,952;641,148;724,780;665,548;708,932;690,158;723,747;671,762;230,078;713,917;549,734;667,888
7103;LAPA VERMELHA;LAPA VERMELHA CAL E CALCARIO S/A;23.453.897/0001-04;86,597;67,368;78,710;80,002;65,721;57,007;82,686;96,345;96,837;92,083;70,933;101,130
7104;TACCHINI;ASSOCIACAO DR BARTHOLOMEU TACCHINI;87.547.444/0001-20;443,852;386,564;439,449;380,967;362,755;352,495;364,068;373,405;362,005;375,918;401,127;445,252
7116;RONDON PLAZA;ASSOCIACAO DOS LOJISTAS DO RONDON PLAZA SHOPPING;04.499.099/0001-79;259,169;212,905;186,735;170,972;202,355;178,138;178,327;243,387;276,780;288,286;284,601;278,253
7117;NORTH SHOP;NORTH SHOPPING BARRETOS SPE LTDA.;11.754.427/0001-00;281,270;260,197;127,926;148,382;179,606;147,303;158,060;217,678;296,472;286,702;297,991;317,806
7156;UNIVERSUM;UNIVERSUM DO BRASIL INDUSTRIA MOVELEIRA LTDA;87.215.281/0001-88;109,688;108,884;122,134;101,745;112,036;115,592;121,094;122,800;101,314;94,600;98,758;68,807
7176;SHOP CAMPO LIM;CONDOMINIO SHOPPING CAMPO LIMPO;08.140.551/0001-62;315,583;306,139;122,632;128,537;212,919;192,765;203,543;230,202;262,761;274,213;303,551;372,022
7177;ACOS VIC;ACOS VIC LTDA;60.608.866/0001-01;413,500;438,957;486,369;465,785;508,622;486,779;498,234;490,654;461,620;472,969;466,321;239,082
7178;CSSG;MISSAO SALESIANA DE MATO GROSSO;03.226.149/0022-06;49,402;45,051;102,558;71,417;79,404;72,240;40,522;93,196;119,783;103,756;94,860;55,732
7197;ELIZABETHPOR;ELIZABETH PORCELANATO S/A;02.357.659/0001-25;3.347,197;3.074,719;3.257,999;3.041,435;3.306,210;3.257,474;3.251,621;3.067,070;2.966,831;3.097,455;3.058,279;3.193,304
7198;ELIZABETHSUL;CERAMICA ELIZABETH SUL LTDA;08.944.802/0001-61;6.302,449;6.699,042;6.791,052;6.753,945;7.339,492;7.229,224;6.604,331;6.101,592;6.997,145;7.660,507;7.506,111;6.886,935
7201;ELIZABETHREV;ELIZABETH REVESTIMENTOS LTDA.;12.924.130/0001-08;2.350,620;2.196,049;2.347,584;2.283,084;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
7202;BELGO CONT NE;BELGO BEKAERT ARAMES LTDA;61.074.506/0001-30;4.193,211;4.210,735;4.789,731;4.479,994;4.614,165;4.219,361;4.566,603;4.479,134;4.185,121;4.205,255;4.418,291;3.977,422
7234;BSB S;BSB PRODUTORA DE EQUIPAMENTOS DE PROTECAO INDIVIDUAL S.A.;10.472.968/0001-74;180,273;158,550;181,768;173,064;179,271;194,870;162,026;179,450;168,874;172,133;169,315;174,371
7236;BOMPRECO NE;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA;13.004.510/0001-89;12.428,720;11.348,275;12.213,246;11.611,154;11.285,195;10.045,951;10.267,609;10.215,918;10.367,613;10.972,590;10.971,875;11.460,491
7237;INCOFIOS;INCOFIOS INDUSTRIA E COMERCIO DE FIOS LTDA;04.432.327/0001-93;3.364,068;3.794,261;4.198,832;4.095,256;4.028,061;3.990,713;4.137,944;4.190,423;4.065,494;4.142,945;4.080,693;2.968,125
7296;WALMART BRASIL;WMB SUPERMERCADOS DO BRASIL LTDA.;00.063.960/0001-09;17.110,604;14.493,920;15.470,924;13.145,603;11.855,428;10.661,090;10.173,811;11.113,442;12.599,084;12.264,986;12.333,645;13.647,614
7297;BOMPRECO BA;BOMPRECO BAHIA SUPERMERCADOS LTDA;97.422.620/0001-50;7.515,667;6.835,059;7.297,863;6.237,152;6.057,085;5.604,436;5.514,532;5.526,833;5.712,297;6.223,177;6.174,618;6.456,088
7298;WMS SUPER;WMS SUPERMERCADOS DO BRASIL LTDA.;93.209.765/0001-17;14.649,558;12.983,149;13.486,427;12.803,928;11.423,650;10.490,426;10.560,680;11.078,798;11.442,410;12.343,575;13.439,283;15.196,300
7300;BOMPRECO NE N;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA;13.004.510/0001-89;751,166;620,308;713,695;661,551;725,388;704,186;747,092;759,409;766,039;769,679;765,964;809,620
7314;DELGA DIADEMA;DELGA INDUSTRIA E COMERCIO S/A;61.532.198/0001-49;1.059,934;1.071,032;979,797;988,059;1.152,072;1.012,951;929,799;863,398;949,115;891,671;905,870;853,594
7322;HAVAN SE;HAVAN S.A.;79.379.491/0001-83;5.300,959;4.774,796;4.517,326;4.066,626;4.182,874;3.740,634;3.544,054;4.018,581;4.562,452;4.348,064;4.296,757;4.481,103
7324;DANNAPLAS;DANNAPLAS - INDUSTRIA E COMERCIO DE PLASTICOS EIRELI;05.790.426/0001-00;454,687;469,004;504,068;502,683;471,744;462,628;497,444;476,558;506,301;513,649;608,716;440,615
7338;WEG LINHARES;WEG LINHARES EQUIPAMENTOS ELETRICOS S/A;10.885.321/0001-74;3.480,887;3.188,206;3.890,324;3.585,230;3.779,466;3.362,361;3.757,297;3.654,734;3.370,993;3.324,168;3.162,176;2.498,503
7377;AZEPLAST;AZEPLAST INDUSTRIA E COMERCIO LTDA;83.062.174/0001-06;486,383;498,165;597,802;534,189;593,143;592,444;654,085;555,613;565,362;563,526;546,213;528,806
7397;ITAU NE;ITAU UNIBANCO S.A.;60.701.190/0001-04;15,170;14,947;16,012;15,987;15,739;14,653;14,187;15,257;14,354;15,301;14,884;15,199
7398;ESTRUTURAL;ESTRUTURAL BLOCOS E TELHAS LTDA.;02.577.442/0001-20;717,076;649,551;760,308;746,889;767,186;757,561;766,352;769,162;735,410;753,924;701,017;626,682
7401;TROMB PE;TROMBINI PAPEL E EMBALAGENS S. A.;77.961.431/0001-49;2.711,022;1.931,213;2.610,133;2.610,558;2.787,517;2.715,149;2.773,137;2.750,985;2.641,721;2.759,717;2.663,876;2.808,326
7403;DYNATECH;DYNATECH INDUSTRIAS QUIMICAS LTDA;09.054.341/0001-14;319,331;281,233;334,357;296,039;305,333;250,167;300,490;396,409;358,597;315,171;275,258;313,130
7477;C CE SUPER MAMBO;SUPERMERCADOS MAMBO LTDA.;71.676.316/0001-46;1.076,770;946,467;1.066,691;918,816;881,475;833,051;810,631;864,487;905,982;909,014;963,377;1.035,987
7481;KLABIN 2NE;KLABIN S.A.;89.637.490/0001-45;500,442;471,780;496,718;453,999;441,377;408,666;457,573;471,711;485,982;504,236;470,993;455,148
7497;FAMASTILM;PRAT-K INDUSTRIA E COMERCIO DE MOVEIS E UTILIDADES LTDA;90.260.985/0001-87;150,065;138,361;160,326;143,165;151,057;154,453;168,459;151,922;130,837;131,919;112,281;94,211
7501;ELANTAS;ELANTAS ISOLANTES ELETRICOS DO BRASIL LTDA.;07.682.369/0001-70;129,816;118,531;127,919;115,233;127,366;125,955;106,612;136,630;130,751;125,112;141,601;141,536
7502;MOOCA SHOPPING;BAY HILL SP ADMINISTRACAO LTDA;13.258.605/0001-29;1.051,694;1.046,145;621,589;630,447;933,529;904,729;916,237;980,547;1.023,780;1.017,436;1.054,215;1.124,278
7523;CAL CRUZEIRO;INDUSTRIA DE CAL CRUZEIRO LTDA;19.514.579/0001-39;1.164,368;896,514;1.183,699;1.008,800;1.106,952;999,364;1.295,461;1.298,305;1.321,840;1.275,644;1.213,550;1.195,424
7524;TAURUS;TAURUS ARMAS S.A.;92.781.335/0001-02;329,396;316,792;349,710;306,570;266,855;223,080;270,829;272,311;263,494;295,331;311,214;264,845
7526;DIA BRASIL;DIA BRASIL SOCIEDADE LIMITADA;03.476.811/0001-51;2.522,296;2.303,843;2.390,941;2.053,643;2.427,365;2.298,231;2.308,679;2.598,250;2.758,595;2.772,356;2.765,515;2.985,951
7528;ATCO;ATCO PLASTICOS LTDA;00.385.650/0001-00;455,784;451,501;471,017;433,219;401,925;360,387;369,090;460,633;403,086;384,687;465,481;356,842
7529;HPORTUGUES;REAL HOSPITAL PORTUGUES DE BENEFICENCIA EM PERNAMBUCO;10.892.164/0001-24;2.797,531;2.581,180;2.876,575;2.686,516;2.747,530;2.545,234;2.558,147;2.523,177;2.637,244;2.732,322;2.735,441;2.791,383
7531;3 CORACOES AL;TRES CORACOES ALIMENTOS S.A.;63.310.411/0014-18;532,854;490,391;474,496;617,415;708,172;684,536;655,779;671,046;675,358;563,831;430,714;409,202
7537;DUROLINE;DUROLINE INDUSTRIA E COMERCIO DE MATERIAIS DE FRICCAO LTDA;00.795.288/0001-38;330,897;393,538;450,463;406,546;421,787;439,394;463,381;467,564;434,635;450,107;413,148;336,520
7538;BRASKEM TMP;BRASKEM S.A;42.150.391/0001-70;451,849;366,113;423,449;455,548;422,241;328,833;337,602;289,657;393,535;372,115;372,855;450,918
7539;IBRAMEIND;IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A;60.846.599/0005-34;234,677;314,758;304,402;263,360;263,484;309,041;289,608;192,983;201,140;196,224;175,566;147,747
7542;XERIUM;ANDRITZ FABRICS AND ROLLS INDUSTRIA E COMERCIO S.A.;58.309.998/0001-90;1.014,697;964,864;1.109,718;1.018,830;975,984;945,062;867,111;922,116;988,631;996,852;919,439;926,072
7597;SABESP EI;CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP;43.776.517/0001-80;12.740,104;11.207,669;12.474,171;12.378,978;12.944,550;11.456,110;12.124,591;11.886,690;12.009,479;12.205,329;12.039,198;12.561,442
7601;SHOP PLAZA SUL;CONDOMINIO SHOPPING CENTER PLAZA SUL;00.787.330/0001-79;919,966;901,503;512,103;529,826;816,423;785,078;774,410;805,682;874,320;897,497;904,542;1.000,088
7642;ADERE ADESIVOS;ADERE PRODUTOS AUTO ADESIVOS LTDA;46.062.030/0001-23;415,857;442,360;505,656;406,982;450,254;386,225;474,351;493,836;446,330;427,663;254,625;299,936
7645;HDS MECPAR;HDS MECPAR INDUSTRIA E COMERCIO - EIRELI;04.774.509/0001-42;153,267;156,988;163,994;154,873;150,328;156,786;162,858;171,116;177,735;159,075;151,027;129,925
7646;CATALISE;CATALISE INDUSTRIA E COMERCIO DE METAIS LTDA;45.357.407/0001-09;428,354;428,066;470,226;451,504;524,509;515,183;454,604;509,332;417,473;451,194;465,903;453,257
7647;HENGST;HENGST INDUSTRIA DE FILTROS LTDA;03.429.968/0001-26;214,457;219,826;243,072;232,148;246,928;243,174;238,203;207,529;208,002;217,167;217,802;133,512
7650;AVIVAR EI;AVIVAR ALIMENTOS S/A;42.816.108/0001-05;913,364;944,698;947,083;949,546;899,528;853,962;862,842;913,500;969,223;892,226;976,955;1.053,221
7657;AIR LIQUIDE EI;AIR LIQUIDE BRASIL LTDA;00.331.788/0001-19;251,450;233,003;255,212;228,878;234,402;226,645;233,536;226,389;233,162;231,910;225,790;230,695
7697;BELENUS;BELENUS LTDA;05.151.518/0001-40;262,659;253,868;274,265;236,300;261,221;311,123;327,497;333,790;334,131;343,877;345,611;313,131
7758;CARTONAGEM;CARTONAGEM JAUENSE LTDA;50.748.748/0001-45;293,068;295,017;365,643;342,664;322,054;300,206;348,644;372,991;358,701;346,203;333,409;168,732
7797;KAPPESBERG CL;GRUPO K1 S.A.;00.912.882/0001-61;2.292,502;1.914,846;2.211,935;1.686,963;1.814,511;1.938,870;1.642,777;1.708,650;1.917,120;1.984,075;1.843,119;1.474,611
7877;PLASDIL;PLASDIL - PLASTICOS DIVINOPOLIS S/A - EM RECUPERACAO JUDICIAL;19.757.541/0001-97;465,662;506,293;504,561;485,224;513,749;404,039;504,218;507,483;543,167;460,674;488,766;353,626
7878;USIMINAS BH AP;USINAS SIDERURGICAS DE MINAS GERAIS S/A. USIMINAS;60.894.730/0001-05;133.765,533;130.054,793;144.104,680;133.276,443;143.434,223;134.174,853;130.437,696;132.324,066;138.091,547;142.451,720;135.576,148;132.711,058
7881;LAMINA;LAMINA INDUSTRIA PLASTICA LTDA;05.853.030/0001-64;489,135;465,754;561,081;507,326;537,465;472,992;491,217;509,854;539,617;503,102;454,225;327,891
7882;BERTEX;BERTEX PRODUTOS PARA CALCADOS LTDA.;07.893.101/0001-88;202,489;217,488;209,359;176,066;134,946;178,579;211,084;210,006;195,860;196,961;164,012;132,278
7883;COMPALEAD;COMPALEAD ELETRONICA DO BRASIL INDUSTRIA E COMERCIO LTDA.;10.142.624/0001-05;373,824;326,051;385,067;288,396;190,220;164,264;143,877;151,545;171,316;181,045;192,088;213,662
7884;INPA INDUSTRIA;SMURFIT KAPPA DO BRASIL INDUSTRIA DE EMBALAGENS S.A.;23.524.952/0007-03;3.424,801;3.034,139;3.254,870;2.938,996;2.866,151;3.219,192;3.374,095;3.331,798;2.929,270;3.018,527;2.646,108;2.490,505
7885;HELLERMANNTYTON;HELLERMANNTYTON LTDA;62.895.792/0001-67;562,574;559,438;579,815;493,151;472,713;468,849;469,808;487,911;473,521;473,915;468,959;374,808
7917;C CE KAWAKAMI;SUPERMERCADOS KAWAKAMI LTDA;46.136.925/0001-65;910,293;815,062;855,016;764,310;742,468;671,389;650,228;723,285;887,587;908,077;934,576;988,945
7918;SUPER FRANGOLA;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;03.879.760/0001-09;2.054,941;1.939,090;2.092,043;2.065,346;2.027,970;1.957,172;2.100,154;2.078,663;2.129,263;2.246,235;2.224,268;2.357,833
7939;CAL OESTE;CAL OESTE LTDA;16.784.001/0001-04;465,019;437,272;516,380;550,192;533,086;544,299;536,171;551,606;490,458;548,337;555,502;505,105
7960;FERAL METAL;FERAL METALURGICA LTDA;07.296.787/0001-20;344,787;381,919;426,995;490,252;485,744;458,614;481,728;442,172;437,272;369,966;379,385;361,041
7980;DANFOSS;DANFOSS POWER SOLUTIONS INDUSTRIA E COMERCIO ELETROHIDRAULICA LTDA.;04.529.320/0001-94;275,909;302,513;313,145;259,519;289,942;298,105;296,635;321,611;311,046;328,325;307,771;291,091
8038;BPBUNGE ITT CL;ITUIUTABA BIOENERGIA LTDA.;08.164.344/0001-48;504,880;378,731;684,140;209,842;123,267;0,000;44,775;117,940;107,395;335,669;371,722;596,378
8121;JMC SP;JMC - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA;09.029.276/0001-77;299,772;282,208;315,543;332,439;409,964;193,154;0,000;0,000;0,000;0,000;0,000;0,000
8164;TENDA;TENDA ATACADO SA;01.157.555/0001-04;4.572,343;4.130,081;4.627,899;4.089,079;4.173,485;4.089,602;4.588,757;4.841,782;5.121,509;5.185,557;5.236,012;5.544,506
8180;HEINEKEN ITU NE;HNK BR INDUSTRIA DE BEBIDAS LTDA.;50.221.019/0001-36;1.105,847;1.116,457;1.026,235;808,349;993,095;1.036,160;1.070,463;1.002,508;1.001,941;1.014,137;1.019,436;881,099
8198;HOSP CANCER;FUNDACAO PIO XII;49.150.352/0001-12;849,850;776,088;860,349;692,925;893,682;816,883;758,986;926,042;1.070,515;1.029,276;1.033,944;1.080,985
8217;HEINEKEN RJ MATRIZ MA N;HNK BR BEBIDAS LTDA.;02.864.417/0001-28;1.418,715;1.070,482;934,438;846,562;1.013,199;1.090,941;1.101,593;1.109,663;1.063,291;1.071,463;948,581;856,263
8259;HG TEXTIL;HG TEXTIL LTDA;07.292.446/0001-86;1.138,488;1.111,728;1.260,521;913,216;1.128,750;1.240,559;1.236,097;1.251,960;1.197,427;1.248,620;977,084;706,004
8298;DMA EPA EI2;DMA DISTRIBUIDORA S/A;01.928.075/0001-08;11.282,271;10.151,391;13.431,447;12.395,565;12.642,860;11.788,896;11.683,533;11.873,855;12.732,475;13.348,755;13.011,827;13.777,418
8300;HIDRO FILTROS;HIDRO FILTROS DO BRASIL INDUSTRIA E COMERCIO DE FILTROS LTDA;00.192.861/0001-19;105,518;118,247;123,572;139,391;130,291;122,297;118,462;104,439;130,213;146,585;158,334;103,605
8323;BTP;BRASIL TERMINAL PORTUARIO S.A.;04.887.625/0001-78;3.365,867;3.527,180;3.832,058;3.613,247;3.550,645;3.284,369;3.373,402;3.614,388;3.043,146;2.830,105;2.912,610;3.758,596
8326;BEBIDAS FRUKI;BEBIDAS FRUKI S/A;87.315.099/0001-07;1.066,897;828,590;1.022,172;844,446;821,462;843,123;888,068;915,719;1.032,641;976,748;1.055,984;1.138,100
8327;WOW;WOW NUTRITION INDUSTRIA E COMERCIO S.A - EM RECUPERACAO JUDICIAL;02.338.823/0002-38;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
8328;ISRINGHAUSEN;ISRINGHAUSEN INDUSTRIAL LTDA;61.036.141/0001-59;31,533;31,201;38,074;31,728;37,758;37,706;33,695;33,092;31,518;33,610;35,278;31,608
8329;SHOP M TUCURUV;COMPANHIA METRO NORTE;07.486.185/0001-35;1.082,898;1.037,876;586,753;616,323;914,456;899,310;888,985;945,228;1.033,736;1.066,085;1.134,822;1.247,650
8330;PETROCOQUE;PETROCOQUE S A INDUSTRIA E COMERCIO;43.218.296/0001-24;852,075;153,238;5,947;2,215;4,475;81,719;2,741;1.356,304;92,097;231,575;22,532;2,265
8377;VSB JECEABA;VALLOUREC SOLUCOES TUBULARES DO BRASIL S.A.;08.689.024/0002-92;49.013,207;48.876,147;46.163,352;47.271,917;52.178,935;52.982,557;52.759,953;44.214,610;44.813,331;56.263,514;54.493,872;52.523,407
8378;CPKB;CONDOMINIO PARKSHOPPINGBARIGUI;05.805.071/0001-85;1.125,795;1.118,814;593,669;934,950;976,865;839,724;1.017,069;1.063,105;1.153,499;1.159,713;1.268,252;1.412,046
